eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,run_num,technique,model_checkpoint,checkpoint,dataset_config,train_size,valid_size,test_size,run_time
0.46944260597229004,0.7958715596330275,0.7959276018099548,0.7958715596330275,0.7958618948165839,0.1874,2326.031,149.378,1.9,0,orig,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_orig,"['glue', 'sst2']",67349,436,436,346.79849457740784
0.5233688354492188,0.7339449541284404,0.7384062489108166,0.7339449541284404,0.7339449541284404,0.3661,1190.919,76.481,1.2,0,uniform,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_uniform,"['glue', 'sst2']",134698,436,436,488.16860246658325
0.5065861940383911,0.7981651376146789,0.8005875205566536,0.7981651376146789,0.7983010876777489,0.2187,1993.901,128.049,1.8,0,fada,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_fada,"['glue', 'sst2']",134698,436,436,680.2311713695526
0.3170546293258667,0.9128440366972477,0.9129229654941872,0.9128440366972477,0.9128642614846311,1.3255,328.936,21.124,1.9,0,orig,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_orig,"['glue', 'sst2']",67349,436,436,2036.6973736286163
0.2990139126777649,0.9059633027522935,0.9060587167616923,0.9059633027522935,0.9058912554029452,1.2764,341.596,21.937,2.0,0,uniform,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_uniform,"['glue', 'sst2']",134698,436,436,4576.957397699356
0.29624953866004944,0.8922018348623854,0.8922724849304132,0.8922018348623854,0.8921192439984982,1.1688,373.017,23.955,1.2,0,fada,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_fada,"['glue', 'sst2']",134698,436,436,2586.475536108017
0.5004772543907166,0.786697247706422,0.7918324310134558,0.786697247706422,0.7866691955808672,0.1835,2375.512,152.556,1.9,1,orig,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_orig,"['glue', 'sst2']",67349,436,436,330.36754393577576
0.5326895117759705,0.805045871559633,0.8103069824931539,0.805045871559633,0.8050202325201473,0.1855,2349.886,150.91,2.4,1,uniform,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_uniform,"['glue', 'sst2']",134698,436,436,840.3395385742188
0.5035621523857117,0.7637614678899083,0.765474930825383,0.7637614678899083,0.7639392918672302,0.1796,2427.556,155.898,1.3,1,fada,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_fada,"['glue', 'sst2']",134698,436,436,452.8697564601898
0.321794331073761,0.9128440366972477,0.9132271757743965,0.9128440366972477,0.9127260291307888,1.3902,313.627,20.141,1.6,1,orig,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_orig,"['glue', 'sst2']",67349,436,436,1714.6058101654053
0.3130432963371277,0.8922018348623854,0.8972063085079391,0.8922018348623854,0.8922148775925896,1.3165,331.179,21.268,1.1,1,uniform,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_uniform,"['glue', 'sst2']",134698,436,436,2516.7945399284363
0.23904204368591309,0.9105504587155964,0.912304076036963,0.9105504587155964,0.9106177901244853,1.3095,332.943,21.382,1.1,1,fada,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_fada,"['glue', 'sst2']",134698,436,436,2364.7956097126007
0.5051010251045227,0.7821100917431193,0.7838285739768306,0.7821100917431193,0.7822741041493871,0.1805,2415.704,155.137,1.8,2,orig,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_orig,"['glue', 'sst2']",67349,436,436,309.3660855293274
0.5085384845733643,0.7981651376146789,0.7982924296450371,0.7981651376146789,0.7982119739644087,0.1901,2294.002,147.321,1.9,2,uniform,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_uniform,"['glue', 'sst2']",134698,436,436,657.5801067352295
0.5148232579231262,0.7912844036697247,0.7957502592933865,0.7912844036697247,0.7913096566154393,0.1784,2443.724,156.936,1.8,2,fada,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_fada,"['glue', 'sst2']",134698,436,436,619.4298875331879
0.2670222520828247,0.9151376146788991,0.9160381994290553,0.9151376146788991,0.9151979526031652,1.3364,326.243,20.951,1.7,2,orig,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_orig,"['glue', 'sst2']",67349,436,436,1824.0085139274597
0.3273610770702362,0.9013761467889908,0.902284551377788,0.9013761467889908,0.9014462692415164,1.3186,330.654,21.235,1.1,2,uniform,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_uniform,"['glue', 'sst2']",134698,436,436,2521.133379459381
0.354922890663147,0.8784403669724771,0.8835812861825726,0.8784403669724771,0.8775476092206496,1.2788,340.942,21.895,1.3,2,fada,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_fada,"['glue', 'sst2']",134698,436,436,2781.786792755127
